"","x"
"27549","chr5_124342838_124342887"
"27550","chr5_124350530_124355908"
"27551","chr5_124364158_124364831"
"27552","chr5_124388003_124388234"
"27553","chr5_124424292_124426538"
"27554","chr5_124432307_124432851"
"27555","chr5_124439260_124440607"
"27556","chr5_124444807_124446558"
"27557","chr5_124452431_124453868"
"27558","chr5_124477779_124478650"
"27559","chr5_124482510_124484357"
"27560","chr5_124495620_124495940"
"27561","chr5_124530498_124531972"
"27562","chr5_124540166_124541565"
"27563","chr5_124551406_124553350"
"27564","chr5_124578646_124579721"
"27565","chr5_124598184_124599220"
"27566","chr5_124628398_124629646"
"27567","chr5_124725085_124725246"
"27568","chr5_124777335_124778231"
"27569","chr5_124778875_124780187"
"27570","chr5_124840270_124841126"
"27571","chr5_124859982_124860423"
"27572","chr5_124861334_124863732"
"27573","chr5_124868923_124869426"
"27574","chr5_124883665_124884401"
"27575","chr5_124899739_124900658"
"27576","chr5_124901607_124902680"
"27577","chr5_124908809_124909322"
"27578","chr5_124913225_124913337"
"27579","chr5_124922709_124923465"
"27580","chr5_124925482_124926026"
"27581","chr5_124930051_124930379"
"27582","chr5_124930916_124931348"
"27583","chr5_124943206_124944349"
"27584","chr5_124950531_124951762"
"27585","chr5_124954287_124955328"
"27586","chr5_124960066_124960879"
"27587","chr5_124967172_124967322"
"27588","chr5_125003269_125003667"
"27589","chr5_125005672_125006267"
"27590","chr5_125015152_125015411"
"27591","chr5_125017273_125017789"
"27592","chr5_125023974_125024430"
"27593","chr5_125045333_125045617"
"27594","chr5_125052256_125053254"
"27595","chr5_125056401_125056797"
"27596","chr5_125057398_125058963"
"27597","chr5_125062985_125063605"
"27598","chr5_125067137_125067335"
"27599","chr5_125069719_125069817"
"27600","chr5_125081162_125082097"
"27601","chr5_125093965_125094125"
"27602","chr5_125096500_125096732"
"27603","chr5_125102796_125103808"
"27604","chr5_125107204_125107667"
"27605","chr5_125110787_125112145"
"27606","chr5_125112993_125113762"
"27607","chr5_125120570_125120797"
"27608","chr5_125128604_125129725"
"27609","chr5_125133627_125135353"
"27610","chr5_125136665_125137510"
"27611","chr5_125139870_125142199"
"27612","chr5_125147939_125149686"
"27613","chr5_125150820_125152577"
"27614","chr5_125154726_125155734"
"27615","chr5_125156455_125157184"
"27616","chr5_125158378_125160036"
"27617","chr5_125164576_125165438"
"27618","chr5_125172381_125173614"
"27619","chr5_125175136_125176011"
"27620","chr5_125176728_125180226"
"27621","chr5_125183489_125183977"
"27622","chr5_125184712_125185113"
"27623","chr5_125189659_125189990"
"27624","chr5_125195212_125195459"
"27625","chr5_125202943_125204221"
"27626","chr5_125207298_125207736"
"27627","chr5_125215230_125216709"
"27628","chr5_125221761_125222320"
"27629","chr5_125226087_125226792"
"27630","chr5_125241624_125242025"
"27631","chr5_125243542_125246365"
"27632","chr5_125262490_125263224"
"27633","chr5_125264695_125265098"
"27634","chr5_125267016_125268867"
"27635","chr5_125270504_125272028"
"27636","chr5_125273577_125274149"
"27637","chr5_125283756_125284648"
"27638","chr5_125304388_125304875"
"27639","chr5_125319079_125319404"
"27640","chr5_125321961_125322043"
"27641","chr5_125327453_125328163"
"27642","chr5_125338988_125341568"
"27643","chr5_125360498_125360985"
"27644","chr5_125368380_125369021"
"27645","chr5_125382558_125383077"
"27646","chr5_125388966_125390588"
"27647","chr5_125391669_125391975"
"27648","chr5_125392600_125395129"
"27649","chr5_125403727_125407033"
"27650","chr5_125408744_125409775"
"27651","chr5_125412242_125412288"
"27652","chr5_125433485_125434608"
"27653","chr5_125440895_125442432"
"27654","chr5_125465200_125466256"
"27655","chr5_125475275_125476823"
"27656","chr5_125487613_125488397"
"27657","chr5_125497772_125498265"
"27658","chr5_125518689_125518986"
"27659","chr5_125529060_125529555"
"27660","chr5_125531502_125535767"
"27661","chr5_125549330_125550101"
"27662","chr5_125576678_125577079"
"27663","chr5_125583832_125584175"
"27664","chr5_125588840_125589755"
"27665","chr5_125612418_125613546"
"27666","chr5_125627756_125627944"
"27667","chr5_125641245_125642110"
"27668","chr5_125657786_125659864"
"27669","chr5_125675429_125676496"
"27670","chr5_125685603_125686471"
"27671","chr5_125705275_125705898"
"27672","chr5_125707074_125707214"
"27673","chr5_125757006_125757407"
"27674","chr5_125766941_125768238"
"27675","chr5_125800003_125800651"
"27676","chr5_125805169_125805752"
"27677","chr5_125807696_125808369"
"27678","chr5_125829332_125829832"
"27679","chr5_125912320_125912648"
"27680","chr5_125920748_125921384"
"27681","chr5_125925935_125926196"
"27682","chr5_125931542_125931859"
"27683","chr5_125968165_125968498"
"27684","chr5_125979980_125980510"
"27685","chr5_126007873_126008754"
"27686","chr5_126065165_126065430"
"27687","chr5_126088439_126088942"
"27688","chr5_126096665_126097684"
"27689","chr5_126226227_126226523"
"27690","chr5_126238114_126238519"
"27691","chr5_126264834_126265001"
"27692","chr5_126268591_126269097"
"27693","chr5_126273321_126273387"
"27694","chr5_126274289_126274710"
"27695","chr5_126277198_126277605"
"27696","chr5_126324917_126325037"
"27697","chr5_126335199_126336278"
"27698","chr5_126525850_126526258"
"27699","chr5_126527881_126528496"
"27700","chr5_126531272_126531707"
"27701","chr5_126544567_126544981"
"27702","chr5_126606723_126607124"
"27703","chr5_126703829_126704351"
"27704","chr5_126732812_126733979"
"27705","chr5_126764990_126765556"
"27706","chr5_126769048_126769649"
"27707","chr5_126787798_126788131"
"27708","chr5_126799983_126800269"
"27709","chr5_126808310_126808421"
"27710","chr5_126916426_126916744"
"27711","chr5_126917384_126917437"
"27712","chr5_126946008_126946555"
"27713","chr5_126972038_126972287"
"27714","chr5_126974469_126975192"
"27715","chr5_127016526_127017120"
"27716","chr5_127163555_127163752"
"27717","chr5_127171999_127172394"
"27718","chr5_127185585_127185952"
"27719","chr5_127186469_127187086"
"27720","chr5_127234722_127235798"
"27721","chr5_127241122_127243749"
"27722","chr5_127300766_127301236"
"27723","chr5_127323980_127324572"
"27724","chr5_127336048_127336964"
"27725","chr5_127339115_127339511"
"27726","chr5_127347371_127347675"
"27727","chr5_127370371_127371029"
"27728","chr5_127378542_127379091"
"27729","chr5_127381223_127381518"
"27730","chr5_127405407_127405824"
"27731","chr5_127410984_127411324"
"27732","chr5_127416118_127417095"
"27733","chr5_127480712_127481898"
"27734","chr5_127490955_127491402"
"27735","chr5_127496818_127497377"
"27736","chr5_127499376_127499544"
"27737","chr5_127521146_127521355"
"27738","chr5_127522982_127523643"
"27739","chr5_127592884_127593210"
"27740","chr5_127616544_127617908"
"27741","chr5_127631976_127633206"
"27742","chr5_127720593_127720994"
"27743","chr5_127741344_127741729"
"27744","chr5_127751245_127751728"
"27745","chr5_127755590_127755924"
"27746","chr5_127800933_127801247"
"27747","chr5_127976606_127977045"
"27748","chr5_127996814_127997158"
"27749","chr5_128041816_128042154"
"27750","chr5_128092171_128092511"
"27751","chr5_128100367_128100708"
"27752","chr5_128111134_128111659"
"27753","chr5_128113034_128113897"
"27754","chr5_128190395_128190809"
"27755","chr5_128204035_128205410"
"27756","chr5_128414155_128414404"
"27757","chr5_128418190_128418832"
"27758","chr5_128431284_128431507"
"27759","chr5_128432593_128433375"
"27760","chr5_128436900_128437953"
"27761","chr5_128439727_128440301"
"27762","chr5_128444430_128444444"
"27763","chr5_128452013_128452749"
"27764","chr5_128464297_128464633"
"27765","chr5_128482800_128483701"
"27766","chr5_128492570_128492806"
"27767","chr5_128499079_128499921"
"27768","chr5_128504503_128504902"
"27769","chr5_128515337_128515693"
"27770","chr5_128522647_128523110"
"27771","chr5_128536299_128537610"
"27772","chr5_128552128_128552976"
"27773","chr5_128576090_128576375"
"27774","chr5_128596697_128597247"
"27775","chr5_128598588_128598665"
"27776","chr5_128599334_128599689"
"27777","chr5_128600504_128601864"
"27778","chr5_128620316_128621569"
"27779","chr5_128656702_128657150"
"27780","chr5_128667203_128668009"
"27781","chr5_128684624_128684857"
"27782","chr5_128704120_128704537"
"27783","chr5_128708885_128709331"
"27784","chr5_128730677_128731019"
"27785","chr5_128733905_128734424"
"27786","chr5_128739491_128740295"
"27787","chr5_128746205_128746719"
"27788","chr5_128782483_128782752"
"27789","chr5_128806343_128807799"
"27790","chr5_128808580_128808918"
"27791","chr5_128809448_128810532"
"27792","chr5_128814899_128816194"
"27793","chr5_128822970_128823039"
"27794","chr5_128845000_128845410"
"27795","chr5_128877076_128878443"
"27796","chr5_128935440_128935867"
"27797","chr5_128951867_128953821"
"27798","chr5_128954398_128954656"
"27799","chr5_128961873_128962073"
"27800","chr5_128971107_128971795"
"27801","chr5_128981531_128982008"
"27802","chr5_128987086_128988083"
"27803","chr5_129007825_129008919"
"27804","chr5_129019275_129021268"
"27805","chr5_129044074_129044719"
"27806","chr5_129045716_129046484"
"27807","chr5_129048972_129049847"
"27808","chr5_129052494_129053515"
"27809","chr5_129061533_129062016"
"27810","chr5_129063034_129063795"
"27811","chr5_129071739_129072833"
"27812","chr5_129078769_129078879"
"27813","chr5_129092512_129092887"
"27814","chr5_129111184_129111523"
"27815","chr5_129113638_129114185"
"27816","chr5_129117630_129118016"
"27817","chr5_129138167_129139096"
"27818","chr5_129151280_129151806"
"27819","chr5_129155742_129156513"
"27820","chr5_129177807_129178347"
"27821","chr5_129217843_129218960"
"27822","chr5_129225774_129226164"
"27823","chr5_129263209_129263590"
"27824","chr5_129268453_129268966"
"27825","chr5_129297880_129298412"
"27826","chr5_129299423_129299962"
"27827","chr5_129330853_129331648"
"27828","chr5_129338585_129339024"
"27829","chr5_129386237_129387093"
"27830","chr5_129390755_129391717"
"27831","chr5_129393960_129394804"
"27832","chr5_129412020_129412769"
"27833","chr5_129415153_129415271"
"27834","chr5_129417467_129417965"
"27835","chr5_129454723_129455720"
"27836","chr5_129500566_129501858"
"27837","chr5_129534363_129534994"
"27838","chr5_129545583_129546234"
"27839","chr5_129559802_129560094"
"27840","chr5_129580031_129581109"
"27841","chr5_129583295_129587005"
"27842","chr5_129590683_129591357"
"27843","chr5_129593876_129594630"
"27844","chr5_129610991_129611664"
"27845","chr5_129669618_129670567"
"27846","chr5_129700523_129700886"
"27847","chr5_129715058_129715931"
"27848","chr5_129724533_129725968"
"27849","chr5_129741038_129741203"
"27850","chr5_129761626_129762759"
"27851","chr5_129778855_129779787"
"27852","chr5_129782262_129782580"
"27853","chr5_129786187_129787979"
"27854","chr5_129846479_129847555"
"27855","chr5_129886372_129887968"
"27856","chr5_129895164_129896276"
"27857","chr5_129908057_129909165"
"27858","chr5_129940915_129943032"
"27859","chr5_129999126_129999474"
"27860","chr5_130002245_130003274"
"27861","chr5_130023607_130024643"
"27862","chr5_130028892_130029999"
"27863","chr5_130037981_130038385"
"27864","chr5_130078779_130080154"
"27865","chr5_130139381_130139622"
"27866","chr5_130143813_130145492"
"27867","chr5_130163761_130163843"
"27868","chr5_130171140_130172625"
"27869","chr5_130221723_130223161"
"27870","chr5_130254269_130257621"
"27871","chr5_130263508_130263844"
"27872","chr5_130275465_130275973"
"27873","chr5_130290575_130291205"
"27874","chr5_130292640_130293391"
"27875","chr5_130294312_130295246"
"27876","chr5_130320500_130320847"
"27877","chr5_130322665_130322746"
"27878","chr5_130331427_130331562"
"27879","chr5_130333538_130334142"
"27880","chr5_130384402_130384846"
"27881","chr5_130405234_130405625"
"27882","chr5_130448384_130450688"
"27883","chr5_130463456_130463810"
"27884","chr5_130491528_130491801"
"27885","chr5_130565847_130566517"
"27886","chr5_130596618_130596801"
"27887","chr5_130623092_130623839"
"27888","chr5_130627863_130628169"
"27889","chr5_130679980_130680656"
"27890","chr5_130692053_130692305"
"27891","chr5_130715117_130715639"
"27892","chr5_130765748_130766218"
"27893","chr5_130792538_130793189"
"27894","chr5_130811128_130811655"
"27895","chr5_130812608_130812908"
"27896","chr5_130853289_130853844"
"27897","chr5_130858075_130858572"
"27898","chr5_130862301_130862696"
"27899","chr5_130891758_130892013"
"27900","chr5_130893189_130893886"
"27901","chr5_130924225_130924683"
"27902","chr5_130925867_130926066"
"27903","chr5_130938176_130939749"
"27904","chr5_130955696_130956125"
"27905","chr5_131006468_131008268"
"27906","chr5_131019257_131019994"
"27907","chr5_131020953_131021167"
"27908","chr5_131082824_131083809"
"27909","chr5_131088969_131089274"
"27910","chr5_131089840_131090287"
"27911","chr5_131094135_131094460"
"27912","chr5_131113772_131114344"
"27913","chr5_131134565_131135389"
"27914","chr5_131167306_131167829"
"27915","chr5_131171329_131171823"
"27916","chr5_131201093_131201565"
"27917","chr5_131222429_131224164"
"27918","chr5_131241725_131242121"
"27919","chr5_131260873_131261413"
"27920","chr5_131293740_131294428"
"27921","chr5_131306177_131308487"
"27922","chr5_131334570_131334770"
"27923","chr5_131377187_131377603"
"27924","chr5_131398274_131398592"
"27925","chr5_131426786_131427143"
"27926","chr5_131427818_131428457"
"27927","chr5_131429939_131430519"
"27928","chr5_131435021_131435976"
"27929","chr5_131457681_131458881"
"27930","chr5_131459794_131460466"
"27931","chr5_131463243_131463833"
"27932","chr5_131510282_131510546"
"27933","chr5_131524936_131525483"
"27934","chr5_131526881_131527044"
"27935","chr5_131530443_131532509"
"27936","chr5_131533753_131534256"
"27937","chr5_131535713_131539549"
"27938","chr5_131546366_131546813"
"27939","chr5_131548006_131549657"
"27940","chr5_131573609_131576323"
"27941","chr5_131581087_131581635"
"27942","chr5_131585379_131586613"
"27943","chr5_131600264_131601161"
"27944","chr5_131602239_131602798"
"27945","chr5_131616458_131617057"
"27946","chr5_131630483_131631702"
"27947","chr5_131641986_131644138"
"27948","chr5_131645393_131646372"
"27949","chr5_131647587_131647909"
"27950","chr5_131664721_131665621"
"27951","chr5_131680179_131680989"
"27952","chr5_131698879_131699378"
"27953","chr5_131702788_131703389"
"27954","chr5_131707303_131708141"
"27955","chr5_131717373_131718454"
"27956","chr5_131757561_131757936"
"27957","chr5_131767109_131767934"
"27958","chr5_131773920_131776099"
"27959","chr5_131783249_131783650"
"27960","chr5_131788064_131788415"
"27961","chr5_131793712_131796095"
"27962","chr5_131798398_131798804"
"27963","chr5_131801776_131802827"
"27964","chr5_131803578_131804113"
"27965","chr5_131805202_131805845"
"27966","chr5_131812780_131812791"
"27967","chr5_131813524_131813615"
"27968","chr5_131814450_131815081"
"27969","chr5_131818962_131820284"
"27970","chr5_131821492_131821896"
"27971","chr5_131824097_131825853"
"27972","chr5_131833165_131833935"
"27973","chr5_131843951_131844733"
"27974","chr5_131851447_131852473"
"27975","chr5_131855336_131855779"
"27976","chr5_131865126_131865704"
"27977","chr5_131869591_131870490"
"27978","chr5_131873026_131873460"
"27979","chr5_131955478_131956473"
"27980","chr5_131963320_131964043"
"27981","chr5_131978825_131979321"
"27982","chr5_131981443_131981905"
"27983","chr5_132008387_132009398"
"27984","chr5_132011682_132012233"
"27985","chr5_132027705_132028561"
"27986","chr5_132029141_132030479"
"27987","chr5_132031013_132031544"
"27988","chr5_132033524_132034439"
"27989","chr5_132074150_132076371"
"27990","chr5_132088265_132088782"
"27991","chr5_132089752_132090209"
"27992","chr5_132103812_132104105"
"27993","chr5_132113446_132113924"
"27994","chr5_132115602_132116056"
"27995","chr5_132126560_132127089"
"27996","chr5_132135749_132136807"
"27997","chr5_132161187_132162263"
"27998","chr5_132169812_132170884"
"27999","chr5_132186117_132186722"
"28000","chr5_132195032_132195408"
"28001","chr5_132220323_132220864"
"28002","chr5_132228987_132230449"
"28003","chr5_132231227_132232132"
"28004","chr5_132249434_132249899"
"28005","chr5_132268185_132268752"
"28006","chr5_132274361_132274837"
"28007","chr5_132290525_132291920"
"28008","chr5_132295343_132295568"
"28009","chr5_132305380_132305798"
"28010","chr5_132323536_132323961"
"28011","chr5_132324617_132324821"
"28012","chr5_132332689_132333092"
"28013","chr5_132336394_132337158"
"28014","chr5_132361413_132361791"
"28015","chr5_132368670_132369177"
"28016","chr5_132395371_132395509"
"28017","chr5_132397580_132397981"
"28018","chr5_132403507_132404042"
"28019","chr5_132409211_132409564"
"28020","chr5_132429398_132429650"
"28021","chr5_132444976_132445973"
"28022","chr5_132452221_132452792"
"28023","chr5_132472150_132473308"
"28024","chr5_132480669_132480909"
"28025","chr5_132489645_132490681"
"28026","chr5_132509338_132510003"
"28027","chr5_132518117_132518193"
"28028","chr5_132521442_132521703"
"28029","chr5_132540454_132545046"
"28030","chr5_132558209_132558434"
"28031","chr5_132579673_132580276"
"28032","chr5_132621784_132622171"
"28033","chr5_132633514_132633804"
"28034","chr5_132653824_132654093"
"28035","chr5_132661322_132661670"
"28036","chr5_132673575_132673893"
"28037","chr5_132707360_132707983"
"28038","chr5_132848065_132848520"
"28039","chr5_132850584_132851476"
"28040","chr5_132892448_132893131"
"28041","chr5_132971132_132971367"
"28042","chr5_133010446_133011495"
"28043","chr5_133038452_133038771"
"28044","chr5_133045640_133045679"
"28045","chr5_133080800_133081122"
"28046","chr5_133106922_133107537"
"28047","chr5_133111949_133112375"
"28048","chr5_133131031_133131281"
"28049","chr5_133156133_133157184"
"28050","chr5_133171360_133171399"
"28051","chr5_133173407_133173769"
"28052","chr5_133175494_133176096"
"28053","chr5_133264854_133265637"
"28054","chr5_133311178_133311765"
"28055","chr5_133320750_133320983"
"28056","chr5_133365468_133366331"
"28057","chr5_133381715_133381842"
"28058","chr5_133385288_133386562"
"28059","chr5_133389049_133389623"
"28060","chr5_133398781_133399359"
"28061","chr5_133402973_133403384"
"28062","chr5_133432547_133432891"
"28063","chr5_133449958_133450148"
"28064","chr5_133453337_133454210"
"28065","chr5_133479026_133479706"
"28066","chr5_133482250_133482731"
"28067","chr5_133487861_133488250"
"28068","chr5_133566580_133566922"
"28069","chr5_133585157_133585614"
"28070","chr5_133586616_133586825"
"28071","chr5_133619466_133619635"
"28072","chr5_133634665_133634701"
"28073","chr5_133662648_133663079"
"28074","chr5_133675706_133676051"
"28075","chr5_133676571_133677447"
"28076","chr5_133689292_133689563"
"28077","chr5_133708870_133709363"
"28078","chr5_133718145_133719040"
"28079","chr5_133746355_133746804"
"28080","chr5_133748845_133749236"
"28081","chr5_133753363_133754595"
"28082","chr5_133795596_133796083"
"28083","chr5_133806532_133807533"
"28084","chr5_133814302_133815040"
"28085","chr5_133821028_133821839"
"28086","chr5_133823224_133824107"
"28087","chr5_133828502_133828706"
"28088","chr5_133844515_133844934"
"28089","chr5_133884490_133885680"
"28090","chr5_133889432_133891030"
"28091","chr5_133898195_133898614"
"28092","chr5_133915476_133916383"
"28093","chr5_133921814_133922449"
"28094","chr5_133925175_133925515"
"28095","chr5_133926743_133927191"
"28096","chr5_133937923_133938732"
"28097","chr5_133939967_133941446"
"28098","chr5_133983215_133983969"
"28099","chr5_133991367_133992297"
"28100","chr5_133999630_134000142"
"28101","chr5_134006402_134007523"
"28102","chr5_134014311_134015322"
"28103","chr5_134019963_134020348"
"28104","chr5_134027181_134028127"
"28105","chr5_134063300_134064123"
"28106","chr5_134066167_134066628"
"28107","chr5_134067882_134068312"
"28108","chr5_134073426_134074296"
"28109","chr5_134080806_134081246"
"28110","chr5_134098722_134100856"
"28111","chr5_134176050_134177228"
"28112","chr5_134179744_134180349"
"28113","chr5_134183440_134185066"
"28114","chr5_134187380_134187753"
"28115","chr5_134227555_134228018"
"28116","chr5_134234993_134235679"
"28117","chr5_134238142_134238643"
"28118","chr5_134250506_134251074"
"28119","chr5_134295640_134295997"
"28120","chr5_134312936_134316105"
"28121","chr5_134341329_134341732"
"28122","chr5_134349293_134349920"
"28123","chr5_134350666_134351094"
"28124","chr5_134373869_134374358"
"28125","chr5_134435907_134436384"
"28126","chr5_134453611_134453922"
"28127","chr5_134454668_134454700"
"28128","chr5_134455310_134457259"
"28129","chr5_134466374_134466615"
"28130","chr5_134467208_134467663"
"28131","chr5_134485861_134486385"
"28132","chr5_134489675_134489997"
"28133","chr5_134491612_134492431"
"28134","chr5_134494205_134494821"
"28135","chr5_134501487_134501806"
"28136","chr5_134505679_134506428"
"28137","chr5_134507251_134508399"
"28138","chr5_134511957_134512759"
"28139","chr5_134521085_134521595"
"28140","chr5_134530592_134531983"
"28141","chr5_134539817_134540357"
"28142","chr5_134550905_134553008"
"28143","chr5_134555312_134556213"
"28144","chr5_134571613_134572497"
"28145","chr5_134582376_134583144"
"28146","chr5_134617308_134617345"
"28147","chr5_134621783_134622675"
"28148","chr5_134638438_134640088"
"28149","chr5_134651980_134652279"
"28150","chr5_134668446_134668907"
"28151","chr5_134675798_134676889"
"28152","chr5_134687823_134689774"
"28153","chr5_134704074_134704577"
"28154","chr5_134740855_134741402"
"28155","chr5_134742598_134742677"
"28156","chr5_134746784_134748671"
"28157","chr5_134761380_134761876"
"28158","chr5_134785978_134786650"
"28159","chr5_134900942_134901413"
"28160","chr5_134906919_134907640"
"28161","chr5_134931984_134933293"
"28162","chr5_134965454_134966679"
"28163","chr5_134985710_134987595"
"28164","chr5_135000445_135001843"
"28165","chr5_135007917_135010373"
"28166","chr5_135012685_135013520"
"28167","chr5_135015378_135015961"
"28168","chr5_135021878_135022225"
"28169","chr5_135023051_135024142"
"28170","chr5_135063541_135064857"
"28171","chr5_135076950_135078907"
"28172","chr5_135106550_135108081"
"28173","chr5_135118477_135118889"
"28174","chr5_135134127_135134236"
"28175","chr5_135148558_135150546"
"28176","chr5_135167895_135169310"
"28177","chr5_135186263_135188288"
"28178","chr5_135191600_135192101"
"28179","chr5_135236551_135237007"
"28180","chr5_135242744_135242928"
"28181","chr5_135249960_135251743"
"28182","chr5_135253792_135254554"
"28183","chr5_135258060_135258994"
"28184","chr5_135264034_135264864"
"28185","chr5_135271470_135272238"
"28186","chr5_135274521_135275421"
"28187","chr5_135276614_135276755"
"28188","chr5_135286132_135286670"
"28189","chr5_135369509_135370413"
"28190","chr5_135393837_135394981"
"28191","chr5_135395768_135396167"
"28192","chr5_135400222_135400696"
"28193","chr5_135404574_135405133"
"28194","chr5_135460530_135460974"
"28195","chr5_135465712_135466306"
"28196","chr5_135488243_135490522"
"28197","chr5_135494216_135494616"
"28198","chr5_135502927_135503265"
"28199","chr5_135507618_135508826"
"28200","chr5_135517324_135517834"
"28201","chr5_135524072_135525285"
"28202","chr5_135544395_135546242"
"28203","chr5_135616010_135616417"
"28204","chr5_135628877_135628999"
"28205","chr5_135632163_135633366"
"28206","chr5_135674725_135675376"
"28207","chr5_135688216_135689913"
"28208","chr5_135722130_135722563"
"28209","chr5_135724683_135726148"
"28210","chr5_135743219_135744941"
"28211","chr5_135763440_135763982"
"28212","chr5_135777676_135779284"
"28213","chr5_135794280_135795110"
"28214","chr5_135801147_135801226"
"28215","chr5_135805030_135805620"
"28216","chr5_135806467_135807261"
"28217","chr5_135812751_135813766"
"28218","chr5_135818251_135818740"
"28219","chr5_135832656_135833184"
"28220","chr5_135834371_135836218"
"28221","chr5_135845666_135846104"
"28222","chr5_135850901_135851606"
"28223","chr5_135854955_135855620"
"28224","chr5_135867640_135869025"
"28225","chr5_135877022_135878428"
"28226","chr5_135879699_135880309"
"28227","chr5_135887893_135887941"
"28228","chr5_135903293_135904371"
"28229","chr5_135932437_135932663"
"28230","chr5_135933179_135935611"
"28231","chr5_135946049_135946601"
"28232","chr5_135957174_135958217"
"28233","chr5_135962071_135963652"
"28234","chr5_135982369_135982691"
"28235","chr5_135987264_135987732"
"28236","chr5_135994523_135995714"
"28237","chr5_136015804_136017654"
"28238","chr5_136045362_136046443"
"28239","chr5_136061639_136061951"
"28240","chr5_136076330_136076701"
"28241","chr5_136083499_136084583"
"28242","chr5_136085227_136085325"
"28243","chr5_136101912_136102829"
"28244","chr5_136116132_136117292"
"28245","chr5_136135404_136136621"
"28246","chr5_136163811_136164526"
"28247","chr5_136169954_136171963"
"28248","chr5_136173793_136174681"
"28249","chr5_136183928_136184119"
"28250","chr5_136186661_136187181"
"28251","chr5_136198348_136199755"
"28252","chr5_136201726_136202320"
"28253","chr5_136243667_136245851"
"28254","chr5_136252837_136253347"
"28255","chr5_136258787_136259283"
"28256","chr5_136281334_136281737"
"28257","chr5_136292554_136293574"
"28258","chr5_136296854_136297267"
"28259","chr5_136303284_136303971"
"28260","chr5_136357112_136357674"
"28261","chr5_136363386_136363675"
"28262","chr5_136380457_136380513"
"28263","chr5_136382151_136382939"
"28264","chr5_136403420_136404062"
"28265","chr5_136410694_136411109"
"28266","chr5_136427770_136428337"
"28267","chr5_136442163_136443589"
"28268","chr5_136445871_136446311"
"28269","chr5_136462681_136462733"
"28270","chr5_136467654_136467920"
"28271","chr5_136482465_136482711"
"28272","chr5_136486440_136488355"
"28273","chr5_136497394_136497757"
"28274","chr5_136506235_136506681"
"28275","chr5_136511215_136511910"
"28276","chr5_136514034_136514366"
"28277","chr5_136540947_136541348"
"28278","chr5_136555826_136555884"
"28279","chr5_136565115_136569267"
"28280","chr5_136587374_136587596"
"28281","chr5_136594712_136595492"
"28282","chr5_136603018_136603817"
"28283","chr5_136622997_136623691"
"28284","chr5_136627805_136628246"
"28285","chr5_136637831_136638376"
"28286","chr5_136664449_136664941"
"28287","chr5_136706743_136707267"
"28288","chr5_136714274_136715251"
"28289","chr5_136755651_136756069"
"28290","chr5_136790576_136791572"
"28291","chr5_136802561_136803467"
"28292","chr5_136863887_136864420"
"28293","chr5_136881322_136883220"
"28294","chr5_136907678_136908599"
"28295","chr5_136918595_136920096"
"28296","chr5_136928984_136929653"
"28297","chr5_136952665_136954052"
"28298","chr5_136961365_136963164"
"28299","chr5_136986395_136988343"
"28300","chr5_137010022_137010344"
"28301","chr5_137025054_137025796"
"28302","chr5_137028792_137030900"
"28303","chr5_137031624_137033434"
"28304","chr5_137045365_137046728"
"28305","chr5_137062175_137062420"
"28306","chr5_137071963_137072729"
"28307","chr5_137074156_137074370"
"28308","chr5_137096275_137096347"
"28309","chr5_137103240_137103298"
"28310","chr5_137106905_137107509"
"28311","chr5_137112068_137112170"
"28312","chr5_137115907_137116456"
"28313","chr5_137122543_137123564"
"28314","chr5_137131412_137131894"
"28315","chr5_137150810_137151156"
"28316","chr5_137152154_137153028"
"28317","chr5_137179804_137180229"
"28318","chr5_137185402_137186106"
"28319","chr5_137189366_137189830"
"28320","chr5_137277509_137278106"
"28321","chr5_137286530_137289565"
"28322","chr5_137293058_137295234"
"28323","chr5_137306853_137308250"
"28324","chr5_137313832_137315048"
"28325","chr5_137333027_137334460"
"28326","chr5_137338139_137340200"
"28327","chr5_137349301_137351467"
"28328","chr5_137381122_137381449"
"28329","chr5_137465082_137465411"
"28330","chr5_137481086_137481600"
"28331","chr5_137493964_137494036"
"28332","chr5_137501581_137503422"
"28333","chr5_137509873_137511283"
"28334","chr5_137513264_137513664"
"28335","chr5_137526271_137526850"
"28336","chr5_137530495_137534124"
"28337","chr5_137539504_137539868"
"28338","chr5_137541783_137542463"
"28339","chr5_137553026_137554005"
"28340","chr5_137574424_137574789"
"28341","chr5_137583330_137584374"
"28342","chr5_137585045_137585373"
"28343","chr5_137599804_137601789"
"28344","chr5_137628037_137629684"
"28345","chr5_137645027_137645389"
"28346","chr5_137652432_137652926"
"28347","chr5_137655015_137655051"
"28348","chr5_137656697_137657417"
"28349","chr5_137669044_137669425"
"28350","chr5_137677841_137678199"
"28351","chr5_137683838_137685313"
"28352","chr5_137733611_137735165"
"28353","chr5_137737573_137737907"
"28354","chr5_137738446_137738985"
"28355","chr5_137740148_137742060"
"28356","chr5_137744174_137744572"
"28357","chr5_137745238_137747013"
"28358","chr5_137747514_137747699"
"28359","chr5_137748360_137748734"
"28360","chr5_137757135_137758276"
"28361","chr5_137759688_137760557"
"28362","chr5_137766367_137766653"
"28363","chr5_137770660_137771141"
"28364","chr5_137776605_137776776"
"28365","chr5_137778064_137779848"
"28366","chr5_137785407_137788206"
"28367","chr5_137885928_137886285"
"28368","chr5_138084617_138085993"
"28369","chr5_138090294_138090636"
"28370","chr5_138116465_138118053"
"28371","chr5_138137879_138138352"
