,peak_id,gene_short_name
2704,chr13_21786660_21788420,Hist1h2an
2705,chr13_21786660_21788420,Hist1h2bp
2706,chr13_21896650_21897854,Mir1983
2707,chr13_21944484_21945936,Zfp184
2708,chr13_21981025_21981898,Pom121l2
2709,chr13_22034870_22036594,Hist1h2ah
2710,chr13_22034870_22036594,Hist1h2bk
2711,chr13_22040619_22041693,Hist1h4i
2712,chr13_22042226_22044576,Hist1h2ag
2713,chr13_22042226_22044576,Hist1h2bj
2714,chr13_22042226_22044576,Hist1h4i
2715,chr13_22381089_22381547,Vmn1r199
2716,chr13_23312793_23314041,4930557F10Rik
2717,chr13_23312793_23314041,4930586N03Rik
2718,chr13_23368287_23369861,Zfp322a
2719,chr13_23423432_23427341,Abt1
2720,chr13_23430511_23433505,C230035I16Rik
2721,chr13_23466856_23467309,Btn1a1
2722,chr13_23488402_23489338,Btn2a2
2723,chr13_23530041_23532058,Hist1h4h
2724,chr13_23533377_23535923,Hist1h2af
2725,chr13_23533377_23535923,Hist1h3g
2726,chr13_23542866_23545001,Hist1h2bh
2727,chr13_23542866_23545001,Hist1h3f
2728,chr13_23550981_23552174,Hist1h4f
2729,chr13_23554340_23556683,Hist1h1d
2730,chr13_23561774_23563794,Hist1h3e
2731,chr13_23570208_23572347,Hist1h2ae
2732,chr13_23570208_23572347,Hist1h2bg
2733,chr13_23573370_23576539,Hist1h2ad
2734,chr13_23573370_23576539,Hist1h2bf
2735,chr13_23573370_23576539,Hist1h3d
2736,chr13_23581112_23582393,Hist1h4d
2737,chr13_23584473_23586850,Hist1h2be
2738,chr13_23620288_23623247,Hist1h1e
2739,chr13_23620288_23623247,Hist1h2be
2740,chr13_23683033_23686293,Hist1h2ac
2741,chr13_23683033_23686293,Hist1h2bc
2742,chr13_23697334_23699022,Hist1h4c
2743,chr13_23709729_23711032,Hfe
2744,chr13_23738107_23740385,Hist1h1c
2745,chr13_23745161_23747370,Hist1h2bb
2746,chr13_23745161_23747370,Hist1h3c
2747,chr13_23750757_23752797,Hist1h2ab
2748,chr13_23750757_23752797,Hist1h3b
2749,chr13_23756649_23757622,Hist1h4b
2750,chr13_23760071_23764479,Hist1h1a
2751,chr13_23760071_23764479,Hist1h3a
2752,chr13_23760071_23764479,Hist1h4a
2753,chr13_23990400_23991430,Scgn
2754,chr13_24280078_24282083,Carmil1
2755,chr13_24581743_24582258,Ripor2
2756,chr13_24604605_24606141,Gm11346
2757,chr13_24638185_24640039,Ripor2
2758,chr13_24760421_24762330,Gmnn
2759,chr13_24799835_24802718,BC005537
2760,chr13_24830826_24832489,Acot13
2761,chr13_24830826_24832489,Tdp2
2762,chr13_24844825_24845697,D130043K22Rik
2763,chr13_24936773_24938227,9330162012Rik
2764,chr13_24936773_24938227,Aldh5a1
2765,chr13_24942677_24942774,Gpld1
2766,chr13_25019417_25020762,Mrs2
2767,chr13_25054843_25056409,Dcdc2a
2768,chr13_25269388_25270490,Nrsn1
2769,chr13_28883495_28885888,2610307P16Rik
2770,chr13_28946527_28954452,Sox4
2771,chr13_29014100_29016840,A330102I10Rik
2772,chr13_29855049_29855902,Cdkal1
2773,chr13_29982979_29987189,E2f3
2774,chr13_30136021_30137041,Mboat1
2775,chr13_30335967_30336995,Agtr1a
2776,chr13_30544644_30545887,Uqcrfs1
2777,chr13_30659335_30660859,Dusp22
2778,chr13_30748937_30750948,Irf4
2779,chr13_30973390_30974583,Exoc2
2780,chr13_31557402_31560288,Foxq1
2781,chr13_31624438_31627056,Foxf2
2782,chr13_31805570_31808894,Foxc1
2783,chr13_32337848_32339411,Gmds
2784,chr13_32801392_32803416,Wrnip1
2785,chr13_32851991_32852387,Serpinb1a
2786,chr13_33004283_33005056,Serpinb9
2787,chr13_33935339_33936243,1110046J04Rik
2788,chr13_33935339_33936243,Serpinb6a
2789,chr13_33964251_33965362,Nqo2
2790,chr13_34001893_34003417,Ripk1
2791,chr13_34037152_34038410,Bphl
2792,chr13_34076365_34078694,Tubb2a
2793,chr13_34128289_34134893,Tubb2b
2794,chr13_34162505_34163827,Psmg4
2795,chr13_34343420_34346339,Slc22a23
2796,chr13_34650825_34653569,Gm15908
2797,chr13_34650825_34653569,Pxdc1
2798,chr13_3477797_3478851,2810429I04Rik
2799,chr13_34873609_34876347,Prpf4b
2800,chr13_34963669_34964342,Eci3
2801,chr13_34993203_34994954,Eci2
2802,chr13_3537100_3539460,Gdi2
2803,chr13_35740362_35742487,Cdyl
2804,chr13_35905534_35906785,Rpp40
2805,chr13_35967971_35969920,Ppp1r3g
2806,chr13_3609884_3611750,Fam208b
2807,chr13_36116615_36118301,Fars2
2808,chr13_36116615_36118301,Lyrm4
2809,chr13_3633521_3634848,Asb13
2810,chr13_36733559_36737012,Nrn1
2811,chr13_37825122_37828210,Rreb1
2812,chr13_37993356_37994756,Ssr1
2813,chr13_38036590_38037869,Cage1
2814,chr13_38036590_38037869,Riok1
2815,chr13_38151184_38152980,Dsp
2816,chr13_38204456_38205636,Snrnp48
2817,chr13_38344600_38346724,Bmp6
2818,chr13_38527135_38529071,Txndc5
2819,chr13_38634082_38635525,Bloc1s5
2820,chr13_38658139_38659520,Eef1e1
2821,chr13_3893101_3893964,Net1
2822,chr13_38959942_38961053,Slc35b3
2823,chr13_3917400_3918493,Net1
2824,chr13_40730086_40731813,Tfap2a
2825,chr13_40733557_40734383,Tfap2a
2826,chr13_40859502_40860119,Gcnt2
2827,chr13_40886559_40887593,Gcnt2
2828,chr13_40917095_40918377,Gcnt2
2829,chr13_40999976_41001799,A730081D07Rik
2830,chr13_40999976_41001799,Pak1ip1
2831,chr13_41015785_41017024,Tmem14c
2832,chr13_41071396_41072137,Mak
2833,chr13_41077988_41079928,Mak
2834,chr13_41219257_41220958,Elovl2
2835,chr13_41249213_41250945,Smim13
2836,chr13_41357902_41360047,Nedd9
2837,chr13_41604885_41606871,Tmem170b
2838,chr13_42050802_42053744,Hivep1
2839,chr13_42300478_42302961,Edn1
2840,chr13_42680521_42682127,Phactr1
2841,chr13_42709046_42710648,Phactr1
2842,chr13_43170969_43172628,Tbc1d7
2843,chr13_43302167_43305066,Gfod1
2844,chr13_43397891_43399064,Nol7
2845,chr13_43478697_43482367,Ranbp9
2846,chr13_43559417_43560703,Mcur1
2847,chr13_43615167_43616814,Rnf182
2848,chr13_43784763_43785930,Cd83
2849,chr13_44121115_44121749,Gm5083
2850,chr13_44729489_44731713,Jarid2
2851,chr13_45000845_45003098,Dtnbp1
2852,chr13_45389005_45390896,Mylip
2853,chr13_45507103_45509020,Gmpr
2854,chr13_45961695_45967002,Atxn1
2855,chr13_4608507_4609713,Akr1e1
2856,chr13_46417944_46420006,Rbm24
2857,chr13_46501764_46503083,Cap2
2858,chr13_46668957_46670516,Fam8a1
2859,chr13_46726523_46728760,Nup153
2860,chr13_46928735_46931298,Kif13a
2861,chr13_47014220_47015346,Nhlrc1
2862,chr13_47042235_47044875,Kdm1b
2863,chr13_47042235_47044875,Tpmt
2864,chr13_47104740_47107063,Dek
2865,chr13_47122051_47123103,Rnf144b
2866,chr13_47193646_47194147,Rnf144b
2867,chr13_47667041_47667766,4930471G24Rik
2868,chr13_47909831_47910957,G630093K05Rik
2869,chr13_48260260_48263251,A330033J07Rik
2870,chr13_48260260_48263251,Id4
2871,chr13_48273472_48274176,A330048O09Rik
2872,chr13_48512727_48513902,Zfp169
2873,chr13_48624773_48626199,Ptpdc1
2874,chr13_48662857_48663753,Barx1
2875,chr13_48869728_48871738,Phf2
2876,chr13_48965397_48969019,Fam120a
2877,chr13_48965397_48969019,Fam120aos
2878,chr13_49145824_49148606,Wnk2
2879,chr13_49186780_49188461,Ninj1
2880,chr13_49215148_49216686,Card19
2881,chr13_49247906_49248354,Susd3
2882,chr13_49340406_49342513,Bicd2
2883,chr13_49420371_49422010,Ippk
2884,chr13_49652179_49653734,Cenpp
2885,chr13_49652179_49653734,Nol8
2886,chr13_49681619_49682751,Iars
2887,chr13_50417400_50418707,Fbxw17
2888,chr13_51099376_51102120,9430083A17Rik
2889,chr13_51099376_51102120,Spin1
2890,chr13_51170510_51171994,Nxnl2
2891,chr13_51202705_51203130,Hist1h2al
2892,chr13_51408384_51409423,S1pr3
2893,chr13_51565633_51570628,Shc3
2894,chr13_51644417_51645891,Cks2
2895,chr13_51651205_51652401,Secisbp2
2896,chr13_51792296_51794080,Sema4d
2897,chr13_51844609_51849838,Gadd45g
2898,chr13_52530049_52531325,Diras2
2899,chr13_52582885_52583816,Syk
2900,chr13_52928385_52930342,Auh
2901,chr13_52977765_52983390,Nfil3
2902,chr13_53285241_53286640,Ror2
2903,chr13_53376816_53377934,Sptlc1
2904,chr13_53393467_53394261,Gm2762
2905,chr13_53472319_53473213,Msx2
2906,chr13_53639754_53639892,9530014B07Rik
2907,chr13_54054981_54056009,Drd1
2908,chr13_54071497_54072955,Sfxn1
2909,chr13_54191849_54192527,Hrh2
2910,chr13_54370918_54373395,Cplx2
2911,chr13_54468197_54469358,Thoc3
2912,chr13_54503178_54504756,Simc1
2913,chr13_54564547_54566038,4833439L19Rik
2914,chr13_54574617_54575972,Arl10
2915,chr13_54589470_54591144,Higd2a
2916,chr13_54589470_54591144,Nop16
2917,chr13_54610568_54611855,Cltb
2918,chr13_54621228_54622593,Faf2
2919,chr13_54686258_54688763,Rnf44
2920,chr13_54692977_54694829,Rnf44
2921,chr13_54748763_54750354,Gprin1
2922,chr13_54765747_54766995,Sncb
2923,chr13_54788656_54790370,Tspan17
2924,chr13_54947729_54950571,Unc5a
2925,chr13_55099221_55100770,Uimc1
2926,chr13_55104865_55106148,Zfp346
2927,chr13_55152688_55153492,Fgfr4
2928,chr13_55321341_55322861,Prelid1
2929,chr13_55321341_55322861,Rab24
2930,chr13_55329080_55330846,Mxd3
2931,chr13_55361988_55363376,Lman2
2932,chr13_55414580_55415558,Pfn3
2933,chr13_55444141_55446324,Grk6
2934,chr13_55463630_55465569,Prr7
2935,chr13_55478040_55478402,Mir6944
2936,chr13_55485977_55488725,Dbn1
2937,chr13_55512617_55514091,Pdlim7
2938,chr13_55535934_55537243,Ddx41
2939,chr13_55569673_55571755,Fam193b
2940,chr13_55592409_55593726,Tmed9
2941,chr13_55599515_55602052,B4galt7
2942,chr13_55621980_55623670,Caml
2943,chr13_55634461_55635656,Ddx46
2944,chr13_55692476_55693941,B230219D22Rik
2945,chr13_55714186_55715373,Txndc15
2946,chr13_55726658_55728367,Pcbd2
2947,chr13_55831135_55831947,Pitx1
2948,chr13_56134502_56136234,H2afy
2949,chr13_56251376_56252862,Neurog1
2950,chr13_56295727_56296791,Cxcl14
2951,chr13_56438206_56438681,Slc25a48
2952,chr13_56521973_56523087,Fbxl21
2953,chr13_56609334_56609868,Tgfbi
2954,chr13_56702529_56704400,Smad5
2955,chr13_56895427_56895979,Trpc7
2956,chr13_57907522_57908666,Spock1
2957,chr13_58023941_58024649,Mir874
2958,chr13_58112701_58114057,Klhl3
2959,chr13_58127361_58129778,Hnrnpa0
2960,chr13_58157036_58159103,Idnk
2961,chr13_58214652_58216386,Ubqln1
2962,chr13_58273115_58275149,Gkap1
2963,chr13_58384643_58385662,2210016F16Rik
2964,chr13_58401135_58403516,Hnrnpk
2965,chr13_58401135_58403516,Rmi1
2966,chr13_5860405_5864681,Klf6
2967,chr13_58806154_58809017,Ntrk2
2968,chr13_59556428_59558143,Agtpbp1
2969,chr13_59584372_59586293,A230056J06Rik
2970,chr13_59584372_59586293,Naa35
2971,chr13_59673570_59676107,Golm1
2972,chr13_59768697_59771647,Etohd2
2973,chr13_59768697_59771647,Isca1
2974,chr13_59822470_59823757,Zcchc6
2975,chr13_60029319_60030161,A530065N20Rik
2976,chr13_60174862_60179093,Gas1
2977,chr13_60601222_60603483,Dapk1
2978,chr13_62129639_62130260,Zfp808
2979,chr13_62383007_62383443,Gm3604
2980,chr13_62466398_62467370,Zfp935
2981,chr13_62558214_62559069,Zfp934
2982,chr13_62623629_62624699,6720489N17Rik
2983,chr13_62760273_62761171,Mir713
2984,chr13_62785315_62786327,Gm5141
2985,chr13_62964416_62965563,2010111I01Rik
2986,chr13_63239378_63240830,2010111I01Rik
2987,chr13_63430634_63432206,Fancc
2988,chr13_63562643_63568755,Ptch1
2989,chr13_63572199_63574023,Ptch1
2990,chr13_63814507_63815947,Ercc6l2
2991,chr13_64129168_64130015,Slc35d2
2992,chr13_64151834_64154439,Zfp367
2993,chr13_64161156_64163144,Habp4
2994,chr13_64248565_64249252,1810034E14Rik
2995,chr13_64248565_64249252,Cdc14b
2996,chr13_64273791_64275555,Cdc14b
2997,chr13_64311908_64313287,Aaed1
2998,chr13_64369590_64370987,Ctsl
2999,chr13_64431759_64433296,Cdk20
3000,chr13_64903696_64904221,Cntnap3
3001,chr13_65112170_65113689,Mfsd14b
3002,chr13_65277895_65279619,Zfp369
3003,chr13_6547322_6548967,Pitrm1
3004,chr13_6646831_6649606,Pfkp
3005,chr13_66904693_66905890,Gm10767
3006,chr13_66904693_66905890,Uqcrb
3007,chr13_66932199_66934014,Mterf3
3008,chr13_66932199_66934014,Ptdss1
3009,chr13_67060175_67061639,Zfp712
3010,chr13_67080807_67081876,Zfp708
3011,chr13_67127736_67128867,Zfp759
3012,chr13_67172865_67173755,Rsl1
3013,chr13_67194203_67195042,Zfp455
3014,chr13_67268549_67269821,Zfp458
3015,chr13_67278406_67278652,F630042J09Rik
3016,chr13_67305854_67307150,Zfp457
3017,chr13_67332017_67333025,Zfp595
3018,chr13_67360025_67360949,Zfp953
3019,chr13_67375583_67376023,Zfp456
3020,chr13_67399359_67400070,Zfp429
3021,chr13_67420944_67421894,Zfp459
3022,chr13_67451015_67452115,Zfp874a
3023,chr13_67483699_67484889,Zfp874b
3024,chr13_67499931_67500984,Zfp58
3025,chr13_67525566_67526797,Zfp87
3026,chr13_67552585_67553565,9430065F17Rik
3027,chr13_67552585_67553565,Zfp748
3028,chr13_67609066_67610097,Zfp729b
3029,chr13_67637159_67638117,Zfp729a
3030,chr13_67682979_67684128,Zfp738
3031,chr13_67728628_67729911,Zfp65
3032,chr13_67728628_67729911,Zfp85os
3033,chr13_67754567_67755496,Zfp85
3034,chr13_67779245_67780371,Zfp493
3035,chr13_67813408_67814822,Zfp273
3036,chr13_67830737_67831436,4930525G20Rik
3037,chr13_67830737_67831436,Gm10037
3038,chr13_68581157_68582933,Fastkd3
3039,chr13_68581157_68582933,Mtrr
3040,chr13_68997737_69000085,Adcy2
3041,chr13_69533080_69535690,Papd7
3042,chr13_69610570_69612475,Nsun2
3043,chr13_69610570_69612475,Srd5a1
3044,chr13_69737577_69741333,Ube2ql1
3045,chr13_69809486_69810690,Med10
3046,chr13_70636881_70638667,Ice1
3047,chr13_70841503_70841959,Adamts16
3048,chr13_71962637_71964204,Irx1
3049,chr13_72628227_72629611,Gm20554
3050,chr13_72628227_72629611,Irx2
3051,chr13_73327794_73328982,Ndufs6
3052,chr13_73330663_73331814,Mrpl36
3053,chr13_73466759_73468248,Lpcat1
3054,chr13_73536388_73536979,Slc6a3
3055,chr13_73603476_73604767,Clptm1l
3056,chr13_73626436_73627588,Tert
3057,chr13_73692518_73692920,Slc6a19
3058,chr13_73763152_73765019,Slc12a7
3059,chr13_73846763_73847920,Nkd2
3060,chr13_73937048_73938573,Brd9
3061,chr13_73937048_73938573,Trip13
3062,chr13_74008797_74011059,Tppp
3063,chr13_74061648_74062766,Cep72
3064,chr13_74121323_74121386,Slc9a3
3065,chr13_74208244_74209345,Exoc3
3066,chr13_74292213_74292551,Ahrr
3067,chr13_74316739_74317951,Pdcd6
3068,chr13_74349691_74350961,Ccdc127
3069,chr13_74349691_74350961,Sdha
3070,chr13_74493595_74494665,Zfp825
3071,chr13_74638803_74640665,Erap1
3072,chr13_74770336_74771065,Cast
3073,chr13_74807707_74809007,Cast
3074,chr13_75089445_75090883,Pcsk1
3075,chr13_75707004_75709266,Ell2
3076,chr13_75839576_75840981,Glrx
3077,chr13_75941209_75944430,Rhobtb3
3078,chr13_76017749_76019188,Rfesd
3079,chr13_76055286_76057116,Gpr150
3080,chr13_76098057_76099369,Arsk
3081,chr13_76098057_76099369,Ttc37
3082,chr13_76383669_76385514,Mctp1
3083,chr13_77134645_77136136,2210408I21Rik
3084,chr13_77134645_77136136,Slf1
3085,chr13_77708251_77709175,Fam172a
3086,chr13_78194215_78204430,A830082K12Rik
3087,chr13_78194215_78204430,Nr2f1
3088,chr13_80881659_80887208,Arrdc3
3089,chr13_80962633_80963881,9330111N05Rik
3090,chr13_81632673_81633671,Adgrv1
3091,chr13_81656997_81658725,Lysmd3
3092,chr13_81710369_81712426,Mblac2
3093,chr13_81710369_81712426,Polr3g
3094,chr13_81782535_81784223,Cetn3
3095,chr13_8202303_8204304,Adarb2
3096,chr13_83523454_83526480,Mef2c
3097,chr13_83572023_83572767,Mef2c
3098,chr13_83712831_83742898,C130071C03Rik
3099,chr13_83712831_83742898,Mir9-2
3100,chr13_84054901_84068004,Gm17750
3101,chr13_84221566_84223087,A230107N01Rik
3102,chr13_84221566_84223087,Tmem161b
3103,chr13_85188906_85190250,Ccnh
3104,chr13_85287916_85290215,Rasa1
3105,chr13_86046057_86047143,Cox7c
3106,chr13_8870154_8872036,Wdr37
3107,chr13_88820989_88824764,Edil3
3108,chr13_8885051_8886561,Idi1
3109,chr13_89539122_89539933,Hapln1
3110,chr13_89739041_89743303,Vcan
3111,chr13_8995205_8996903,Gtpbp4
3112,chr13_90088868_90090382,Tmem167
3113,chr13_90088868_90090382,Xrcc4
3114,chr13_90905430_90905486,Atp6ap1l
3115,chr13_90922415_90923909,Rps23
3116,chr13_9092991_9094932,Larp4b
3117,chr13_91223307_91224656,Atg10
3118,chr13_91387916_91388711,A830009L08Rik
3119,chr13_91459850_91463525,Ssbp2
3120,chr13_91741409_91742055,4833422C13Rik
3121,chr13_91741409_91742055,Acot12
3122,chr13_91806967_91808493,Zcchc9
3123,chr13_92353941_92355687,Dhfr
3124,chr13_92353941_92355687,Msh3
3125,chr13_92425722_92427279,Ankrd34b
3126,chr13_92483280_92484460,Fam151b
3127,chr13_92529990_92531602,Zfyve16
3128,chr13_92610198_92612091,Serinc5
3129,chr13_9276152_9278157,Dip2c
3130,chr13_92794581_92794858,Thbs4
3131,chr13_92844475_92845358,Mtx3
3132,chr13_93072810_93074740,Gm4814
3133,chr13_93094496_93094742,A630019I02Rik
3134,chr13_93143982_93145088,Cmya5
3135,chr13_93191623_93193008,Papd4
3136,chr13_93302929_93305455,Homer1
3137,chr13_93498190_93500650,Jmy
3138,chr13_93718860_93719391,AW495222
3139,chr13_93770881_93772777,Arsb
3140,chr13_94057195_94059335,Lhfpl2
3141,chr13_94284385_94286198,Scamp1
3142,chr13_94358177_94359539,Ap3b1
3143,chr13_94358177_94359539,Gm9776
3144,chr13_94788592_94789798,Tbca
3145,chr13_94875119_94875504,Otp
3146,chr13_94975739_94976972,Wdr41
3147,chr13_95222323_95223490,Pde8b
3148,chr13_95324003_95327852,Zbed3
3149,chr13_95374697_95375887,Aggf1
3150,chr13_95524160_95525435,F2rl1
3151,chr13_95617640_95619010,F2r
3152,chr13_95696259_95696980,F2rl2
3153,chr13_95889910_95892902,Iqgap2
3154,chr13_96130732_96134197,Sv2c
3155,chr13_96387717_96388936,Poc5
3156,chr13_96542066_96543782,Col4a3bp
3157,chr13_96542066_96543782,Polk
3158,chr13_96669960_96671742,Hmgcr
3159,chr13_96924176_96925463,Gcnt4
3160,chr13_97070867_97072556,Fam169a
3161,chr13_97137337_97138588,Gfm2
3162,chr13_97137337_97138588,Nsa2
3163,chr13_97197808_97198659,Hexb
3164,chr13_97239175_97246633,Enc1
3165,chr13_97435008_97436844,Lncenc1
3166,chr13_9763157_9765874,Zmynd11
3167,chr13_97747106_97748188,5330416C01Rik
3168,chr13_97750867_97751313,Eyelinc18
3169,chr13_98205669_98206858,Arhgef28
3170,chr13_98262427_98263970,Ankra2
3171,chr13_98262427_98263970,Utp15
3172,chr13_98316250_98317631,Btf3
3173,chr13_98316250_98317631,Gm9828
3174,chr13_98353905_98356095,Foxd1
3175,chr13_98694868_98695199,Tmem171
3176,chr13_98814117_98815917,Fcho2
3177,chr13_98889947_98891341,Tnpo1
3178,chr13_98925189_98927293,Tnpo1
3179,chr13_99344017_99345225,Mrps27
3180,chr13_99344017_99345225,Ptcd2
3181,chr13_99412633_99413102,6430562O15Rik
3182,chr13_99513090_99517331,Map1b
3183,chr13_99900058_99901229,Cartpt
3184,chr14_101607432_101609530,Tbc1d4
3185,chr14_101639903_101641138,Commd6
3186,chr14_101652948_101654724,Uchl3
3187,chr14_101729300_101730551,Lmo7
3188,chr14_101839617_101840871,Lmo7
3189,chr14_102980523_102983564,Kctd12
3190,chr14_103069397_103071194,Cln5
3191,chr14_103098503_103100228,Fbxl3
3192,chr14_103345566_103347426,Mycbp2
3193,chr14_103513144_103513224,Scel
3194,chr14_103648312_103651835,Slain1
3195,chr14_103842915_103844649,Ednrb
3196,chr14_104027039_104027718,4930432J09Rik
3197,chr14_104467124_104468815,Pou4f1
3198,chr14_104521590_104523127,Rnf219
3199,chr14_10453011_10453695,Fhit
3200,chr14_105176262_105177874,Rbm26
3201,chr14_105258002_105259820,Ndfip2
3202,chr14_105426668_105427883,5430440P10Rik
3203,chr14_105497877_105499796,4930449E01Rik
3204,chr14_105588000_105589297,9330188P03Rik
3205,chr14_105894704_105899412,Spry2
3206,chr14_108911011_108914784,Slitrk1
3207,chr14_110754988_110755397,Slitrk6
3208,chr14_11160467_11162598,Fhit
3209,chr14_111674372_111678145,Slitrk5
3210,chr14_115039964_115042911,Mir17
3211,chr14_115091831_115093005,Gpc5
3212,chr14_11552418_11557096,Ptprg
3213,chr14_116924768_116927726,Gpc6
3214,chr14_118051884_118052938,Dct
3215,chr14_118132102_118133301,Tgds
3216,chr14_118136330_118138066,Gpr180
3217,chr14_118234331_118237764,LOC105245869
3218,chr14_118234331_118237764,Sox21
3219,chr14_118705477_118706706,Abcc4
3220,chr14_118854301_118855619,Cldn10
3221,chr14_118922203_118923213,Dzip1
3222,chr14_118924430_118925999,Dzip1
3223,chr14_118937107_118939055,Dnajc3
3224,chr14_119098610_119100354,Gm16835
3225,chr14_119098610_119100354,Uggt2
3226,chr14_119137172_119138702,Hs6st3
3227,chr14_120274774_120277492,Mbnl2
3228,chr14_120476812_120479588,Rap2a
3229,chr14_120910096_120912235,Ipo5
3230,chr14_121034643_121037522,Farp1
3231,chr14_121248299_121248612,B930095G15Rik
3232,chr14_121378163_121380263,Stk24
3233,chr14_121698039_121698758,Dock9
3234,chr14_121738119_121739750,Dock9
3235,chr14_121796919_121799076,Dock9
3236,chr14_121877928_121879898,1810041H14Rik
3237,chr14_121877928_121879898,Ubac2
3238,chr14_12189380_12190629,Ptprg
3239,chr14_122106462_122107863,A330035P11Rik
3240,chr14_122106462_122107863,Tm9sf2
3241,chr14_122181161_122182184,Clybl
3242,chr14_122449951_122451441,Gm5089
3243,chr14_122462887_122465901,Zic5
3244,chr14_122473448_122479195,2610035F20Rik
3245,chr14_122473448_122479195,Zic2
3246,chr14_122533745_122535078,Pcca
3247,chr14_12283936_12285091,3830406C13Rik
3248,chr14_122912911_122913430,Ggact
3249,chr14_122912911_122913430,Gm15735
3250,chr14_122982188_122984086,Tmtc4
3251,chr14_12336592_12348132,Fezf2
3252,chr14_123626393_123627441,Nalcn
3253,chr14_123659669_123661457,Itgbl1
3254,chr14_124191792_124193126,Fgf14
3255,chr14_124674898_124678008,Fgf14
3256,chr14_12821267_12823914,Cadps
3257,chr14_13283142_13285181,Gm5087
3258,chr14_13283142_13285181,Synpr
3259,chr14_13453728_13454216,Synpr
3260,chr14_13960003_13962092,Thoc7
3261,chr14_14011957_14013864,Atxn7
3262,chr14_14120144_14121275,Psmd6
3263,chr14_14345118_14350159,Il3ra
3264,chr14_14702246_14704178,Slc4a7
3265,chr14_15437513_15439336,B230110C06Rik
3266,chr14_15437513_15439336,Lrrc3b
3267,chr14_16242770_16243764,Oxsm
3268,chr14_16248845_16249958,Oxsm
3269,chr14_16363923_16366693,Top2b
3270,chr14_16574573_16575959,Rarb
3271,chr14_17658918_17661713,Thrb
3272,chr14_18237823_18239860,Nr1d2
3273,chr14_18269839_18272065,Nkiras1
3274,chr14_18269839_18272065,Rpl15
3275,chr14_18330638_18332296,Ube2e1
3276,chr14_18892845_18894436,Ube2e2
3277,chr14_19750668_19751911,Nid2
3278,chr14_19823187_19826172,Rtraf
3279,chr14_19974313_19977899,Gng2
3280,chr14_20082397_20083719,Saysd1
3281,chr14_20180721_20182134,Kcnk5
3282,chr14_20294119_20295294,Nudt13
3283,chr14_20347412_20348806,Ecd
3284,chr14_20347412_20348806,Fam149b
3285,chr14_20388324_20389412,Dnajc9
3286,chr14_20393039_20394335,Mrps16
3287,chr14_20451167_20452442,Cfap70
3288,chr14_20479335_20480417,Anxa7
3289,chr14_20545517_20546911,1810062O18Rik
3290,chr14_20545517_20546911,Ppp3cb
3291,chr14_20619207_20619522,Usp54
3292,chr14_20673140_20675047,Sec24c
3293,chr14_20694465_20696193,Fut11
3294,chr14_20702290_20703653,6230400D17Rik
3295,chr14_20702290_20703653,Chchd1
3296,chr14_20706841_20708705,Zswim8
3297,chr14_20733772_20735058,Ndst2
3298,chr14_20792853_20794736,Camk2g
3299,chr14_20792853_20794736,Gm30108
3300,chr14_20836139_20837282,Plau
3301,chr14_20928546_20930230,Vcl
3302,chr14_21051544_21053451,Adk
3303,chr14_21051544_21053451,Ap3m1
3304,chr14_21075486_21076868,Adk
3305,chr14_21498627_21501872,Kat6b
3306,chr14_21750060_21751913,Samd8
3307,chr14_21830572_21832272,Vdac2
3308,chr14_21847076_21849358,A430057M04Rik
3309,chr14_21847076_21849358,Comtd1
3310,chr14_21984928_21989810,Zfp503
3311,chr14_23094538_23096640,Gm10248
3312,chr14_24003456_24005553,4930519K11Rik
3313,chr14_24003456_24005553,Kcnma1
3314,chr14_24244252_24246261,Dlg5
3315,chr14_24486480_24487449,Polr3a
3316,chr14_24490230_24491633,Rps24
3317,chr14_25107949_25109373,Gm32123
3318,chr14_25456792_25462009,Zmiz1
3319,chr14_25585153_25588254,4931406H21Rik
3320,chr14_25693568_25694941,Ppif
3321,chr14_25701968_25702428,Ppifos
3322,chr14_25767962_25770061,Zcchc24
3323,chr14_25841911_25842744,Anxa11
3324,chr14_26533707_26535409,Slmap
3325,chr14_26579095_26580453,Dennd6a
3326,chr14_26637153_26639610,Arf4
3327,chr14_26668611_26670395,Pde12
3328,chr14_26969613_26971119,Appl1
3329,chr14_27038701_27039929,Il17rd
3330,chr14_27237738_27238188,Arhgef3
3331,chr14_27335593_27336848,Arhgef3
3332,chr14_27428272_27430105,Fam208a
3333,chr14_27507809_27509196,Ccdc66
3334,chr14_27621836_27623979,Erc2
3335,chr14_28504306_28507952,Wnt5a
3336,chr14_28508946_28511742,Wnt5a
3337,chr14_29719634_29723546,Cacna2d3
3338,chr14_29967668_29969219,Selenok
3339,chr14_29978100_29979196,Actr8
3340,chr14_30008672_30010524,Chdh
3341,chr14_30008672_30010524,Il17rb
3342,chr14_30351961_30354684,Cacna1d
3343,chr14_30479052_30480228,Dcp1a
3344,chr14_3048801_3049600,Gm2897
3345,chr14_30548103_30550849,Tkt
3346,chr14_30624421_30626920,Prkcd
3347,chr14_30653863_30655144,Rft1
3348,chr14_30714762_30717307,Sfmbt1
3349,chr14_30825202_30826565,Tmem110
3350,chr14_30879085_30879550,Mustn1
3351,chr14_30943878_30944182,Itih1
3352,chr14_30950721_30952050,Nek4
3353,chr14_31000800_31002304,Glt8d1
3354,chr14_31000800_31002304,Spcs1
3355,chr14_31017833_31019837,Gnl3
3356,chr14_31017833_31019837,Pbrm1
