Approved Symbol	EntrezGene ID
OR8C1P	8580
OR8D1	283159
OR8D2	283160
OR8D4	338662
OR8F1P	390269
OR8G1	26494
OR8G2	26492
OR8G3P	387815
OR8G5	219865
OR8G7P	282786
OR8H1	219469
OR8H2	390151
OR8H3	390152
OR8I1P	79498
OR8I2	120586
OR8I4P	403303
OR8J1	219477
OR8J2	81169
OR8J3	81168
OR8K1	390157
OR8K2P	79494
OR8K3	219473
OR8K4P	81166
OR8K5	219453
OR8L1P	81164
OR8Q1P	81163
OR8R1P	81162
OR8S1	341568
OR8S21P	403304
OR8T1P	282791
OR8U1	219417
OR8U8	504189
OR8U9	504190
OR8V1P	282776
OR8X1P	403305
OR9A1P	26495
OR9A2	135924
OR9A3P	392106
OR9A4	130075
OR9G1	390174
OR9G2P	81160
OR9G3P	81159
OR9G4	283189
OR9G9	504191
OR9H1P	81439
OR9I1	219954
OR9I2P	81156
OR9I3P	81155
OR9K1P	121360
OR9K2	441639
OR9L1P	79301
OR9M1P	81153
OR9N1P	81383
OR9P1P	81382
OR9Q1	219956
OR9Q2	219957
OR9R1P	81140
OR9S24P	403275
OR10A2	341276
OR10A3	26496
OR10A4	283297
OR10A5	144124
OR10A6	390093
OR10A7	121364
OR10AA1P	81487
OR10AB1P	390091
OR10AC1	392133
OR10AD1	121275
OR10AE1P	81486
OR10AE3P	403223
OR10AF1P	282769
OR10AG1	282770
OR10AH1P	402246
OR10AK1P	403224
OR10B1P	401903
OR10C1	442194
OR10D1P	26541
OR10D3	26497
OR10D4P	390266
OR10D5P	79488
OR10G1P	26540
OR10G2	26534
OR10G3	26533
OR10G4	390264
OR10G5P	79515
OR10G6	79490
OR10G7	390265
OR10G8	219869
OR10G9	219870
OR10H1	26539
OR10H2	26538
OR10H3	26532
OR10H4	126541
OR10H5	284433
OR10J1	26476
OR10J2P	391117
OR10J3	441911
OR10J4	391121
OR10J5	127385
OR10J6P	401973
OR10J7P	391119
OR10J8P	343409
OR10J9P	391120
OR10K1	391109
OR10K2	391107
OR10N1P	390267
OR10P1	121130
OR10Q1	219960
OR10Q2P	81345
OR10R1P	79513
OR10R2	343406
OR10R3P	391110
OR10S1	219873
OR10T1P	79514
OR10T2	128360
OR10U1P	390318
OR10V1	390201
OR10V2P	81343
OR10V3P	81342
OR10V7P	403225
OR10W1	81341
OR10X1	128367
OR10Y1P	81340
OR10Z1	128368
OR11A1	26531
OR11G1P	390438
OR11G2	390439
OR11H1	81061
OR11H2	79334
OR11H3P	81113
OR11H4	390442
OR11H5P	390440
OR11H6	122748
OR11H7	390441
OR11H12	440153
OR11H13P	440159
OR11I1P	81479
OR11J1P	81111
OR11J2P	81110
OR11J5P	403226
OR11J6P	100288148
OR11J7P	100288112
OR11K1P	81109
OR11K2P	401742
OR11L1	391189
OR11M1P	121270
OR11N1P	392540
OR11P1P	282795
OR11Q1P	403227
OR12D1	26530
OR12D2	26529
OR12D3	81797
OR13A1	79290
OR13C1P	392377
OR13C2	392376
OR13C3	138803
OR13C4	138804
OR13C5	138799
OR13C6P	392311
OR13C7	81377
OR13C8	138802
OR13C9	286362
OR13D1	286365
OR13D2P	392375
OR13D3P	402374
OR13E1P	392308
OR13F1	138805
OR13G1	441933
OR13H1	347468
OR13I1P	79538
OR13J1	392309
OR13K1P	402424
OR13Z1P	403228
OR13Z2P	403229
OR13Z3P	403230
OR14A2	388761
OR14A16	284532
OR14C36	127066
OR14I1	401994
OR14J1	442191
OR14K1	343170
OR14L1P	127617
OR51A1P	26537
OR51A2	401667
OR51A3P	79532
OR51A4	401666
OR51A5P	79525
OR51A6P	390046
OR51A7	119687
OR51A8P	401662
OR51A9P	390039
OR51A10P	81295
OR51AB1P	403265
OR51B2	79345
OR51B3P	79342
OR51B4	79339
OR51B5	282763
OR51B6	390058
OR51B8P	403266
OR51C1P	401661
OR51C4P	390041
OR51D1	390038
OR51E1	143503
OR51E2	81285
OR51F1	256892
OR51F2	119694
OR51F3P	390043
OR51F4P	390044
OR51F5P	390040
OR51G1	79324
OR51G2	81282
OR51H1	401663
OR51H2P	401664
OR51I1	390063
OR51I2	390064
OR51J1	79470
OR51K1P	81278
OR51L1	119682
OR51M1	390059
OR51N1P	119696
OR51P1P	79300
OR51Q1	390061
OR51R1P	390034
OR51S1	119692
OR51T1	401665
OR51V1	283111
OR52A1	23538
OR52A4P	390053
OR52A5	390054
OR52B1P	81274
OR52B2	255725
OR52B3P	387747
OR52B4	143496
OR52B5P	81270
OR52B6	340980
OR52D1	390066
OR52E1	79296
OR52E2	119678
OR52E3P	79533
OR52E4	390081
OR52E5	390082
OR52E6	390078
OR52E7P	81264
OR52E8	390079
OR52H1	390067
OR52H2P	81261
OR52I1	390037
OR52I2	143502
OR52J1P	79302
OR52J2P	79529
OR52J3	119679
OR52K1	390036
OR52K2	119774
OR52K3P	390035
OR52L1	338751
OR52L2P	79274
OR52M1	119772
OR52M2P	338637
OR52N1	79473
OR52N2	390077
OR52N3P	81251
OR52N4	390072
OR52N5	390075
OR52P1P	81248
OR52P2P	119775
OR52Q1P	81246
OR52R1	119695
OR52S1P	79521
OR52T1P	81244
OR52U1P	81243
OR52V1P	81242
OR52W1	120787
OR52X1P	79272
OR52Y1P	81240
OR52Z1	283110
OR55B1P	390030
OR56A1	120796
OR56A3	390083
OR56A4	120793
OR56A5	390084
OR56A7P	81236
OR56B1	387748
OR56B2P	390073
OR56B3P	401675
OR56B4	196335
ORAI1	84876
ORAI2	80228
ORAI3	93129
ORAOV1	220064
ORAOV1P1	100873907
ORC1	4998
ORC2	4999
ORC3	23595
ORC4	5000
ORC5	5001
ORC6	23594
ORM1	5004
ORM2	5005
ORMDL1	94101
ORMDL2	29095
ORMDL3	94103
OS9	10956
OSBP	5007
OSBP2	23762
OSBPL1A	114876
OSBPL2	9885
OSBPL3	26031
OSBPL5	114879
OSBPL6	114880
OSBPL7	114881
OSBPL8	114882
OSBPL9	114883
OSBPL9P1	100130821
OSBPL9P2	100130038
OSBPL9P3	100420591
OSBPL9P4	100498661
OSBPL9P5	106480232
OSBPL9P6	100533673
OSBPL10	114884
OSBPL10-AS1	100874206
OSBPL11	114885
OSCAR	126014
OSCP1	127700
OSER1	51526
OSER1-AS1	100505783
OSGEP	55644
OSGEPL1	64172
OSGEPL1-AS1	101409258
OSGIN1	29948
OSGIN2	734
OSM	5008
OSMR	9180
OSMR-AS1	101929768
OSR1	130497
OSR2	116039
OST4	100128731
OSTC	58505
OSTCP1	202459
OSTCP2	646567
OSTCP3	646557
OSTCP4	645264
OSTCP5	100874386
OSTCP6	100874387
OSTCP7	100874391
OSTCP8	100874388
OSTF1	26578
OSTF1P1	386654
OSTM1	28962
OSTM1-AS1	100287366
OSTN	344901
OSTN-AS1	106480738
OTC	5009
OTOA	146183
OTOF	9381
OTOG	340990
OTOGL	283310
OTOL1	131149
OTOP1	133060
OTOP2	92736
OTOP3	347741
OTOR	56914
OTOS	150677
OTP	23440
OTSC1	5012
OTSC2	93999
OTSC3	170532
OTSC4	286751
OTSC5	317682
OTSC6	319090
OTSC7	399516
OTSC8	100151644
OTSC9	
OTSC10	102723100
OTUB1	55611
OTUB2	78990
OTUD1	220213
OTUD3	23252
OTUD4	54726
OTUD4P1	360227
OTUD5	55593
OTUD6A	139562
OTUD6B	51633
OTUD6B-AS1	100506365
OTUD7A	161725
OTUD7B	56957
OTULIN	90268
OTX1	5013
OTX2	5015
OTX2-AS1	100309464
OTX2P1	100033409
OVAAL	148756
OVCA2	124641
OVCH1	341350
OVCH1-AS1	101055625
OVCH2	341277
OVGP1	5016
OVOL1	5017
OVOL1-AS1	101927828
OVOL2	58495
OVOL3	728361
OXA1L	5018
OXCT1	5019
OXCT1-AS1	100874002
OXCT2	64064
OXCT2P1	192217
OXER1	165140
OXGR1	27199
OXLD1	339229
OXNAD1	92106
OXR1	55074
OXSM	54995
OXSR1	9943
OXT	5020
OXTR	5021
P1	
P2RX1	5023
P2RX2	22953
P2RX3	5024
P2RX4	5025
P2RX5	5026
P2RX5-TAX1BP3	100533970
P2RX6	9127
P2RX6P	440799
P2RX7	5027
P2RY1	5028
P2RY2	5029
P2RY4	5030
P2RY6	5031
P2RY8	286530
P2RY10	27334
P2RY10P1	654813
P2RY10P2	449518
P2RY11	5032
P2RY12	64805
P2RY13	53829
P2RY14	9934
P3H1	64175
P3H2	55214
P3H2-AS1	101929152
P3H3	10536
P3H4	10609
P4HA1	5033
P4HA2	8974
P4HA2-AS1	100861518
P4HA3	283208
P4HB	5034
P4HTM	54681
PA2G4	5036
PA2G4P1	389884
PA2G4P2	170533
PA2G4P3	619212
PA2G4P4	647033
PA2G4P5	389424
PA2G4P6	646083
PAAF1	80227
PABPC1	26986
PABPC1L	80336
PABPC1L2A	340529
PABPC1L2B	645974
PABPC1L2B-AS1	101928345
PABPC1P1	26980
PABPC1P2	728773
PABPC1P3	26978
PABPC1P4	341315
PABPC1P5	100131374
PABPC1P6	100128696
PABPC1P7	100128183
PABPC1P8	100132766
PABPC1P9	100130338
PABPC1P10	285314
PABPC1P11	100421058
PABPC1P12	100129604
PABPC1P13	644758
PABPC3	5042
PABPC4	8761
PABPC4L	132430
PABPC5	140886
PABPC5-AS1	102724167
PABPN1	8106
PABPN1L	390748
PABX	5043
PABY	5044
PACERR	103752588
PACRG	135138
PACRG-AS1	285796
PACRG-AS2	101929239
PACRG-AS3	729658
PACRGL	133015
PACS1	55690
PACS2	23241
PACSIN1	29993
PACSIN2	11252
PACSIN3	29763
PADI1	29943
PADI2	11240
PADI3	51702
PADI4	23569
PADI6	353238
PAEP	5047
PAF1	54623
PAFAH1B1	5048
PAFAH1B1P1	7845
PAFAH1B1P2	27002
PAFAH1B2	5049
PAFAH1B3	5050
PAFAH2	5051
PAG1	55824
PAGE1	8712
PAGE2	203569
PAGE2B	389860
PAGE3	139793
PAGE4	9506
PAGE5	90737
PAGR1	79447
PAH	5053
PAICS	10606
PAICSP1	780814
PAICSP2	780815
PAICSP3	780810
PAICSP4	780813
PAICSP5	780811
PAICSP6	780812
PAICSP7	780816
PAIP1	10605
PAIP1P1	100421582
PAIP2	51247
PAIP2B	400961
PAK1	5058
PAK1IP1	55003
PAK2	5062
PAK3	5063
PAK4	10298
PAK5	57144
PAK6	56924
PALB2	79728
PALD1	27143
PALLD	23022
PALM	5064
PALM2	114299
PALM2-AKAP2	445815
PALM3	342979
PALMD	54873
PAM	5066
PAM16	51025
PAMR1	25891
PAN2	9924
PAN3	255967
PAN3-AS1	100288730
PANCR	105377363
PANDAR	101154753
PANK1	53354
PANK2	80025
PANK3	79646
PANK4	55229
PANO1	101927423
PANX1	24145
PANX2	56666
PANX3	116337
PAOX	196743
PAPD4	167153
PAPD5	64282
PAPD7	11044
PAPLN	89932
PAPOLA	10914
PAPOLB	56903
PAPOLG	64895
PAPPA	5069
PAPPA-AS1	493913
PAPPA-AS2	103611155
PAPPA2	60676
PAPSS1	9061
PAPSS2	9060
PAQR3	152559
PAQR4	124222
PAQR5	54852
PAQR6	79957
PAQR7	164091
PAQR8	85315
PAQR9	344838
PAQR9-AS1	101927832
PARD3	56288
PARD3-AS1	100505601
PARD3B	117583
PARD6A	50855
PARD6B	84612
PARD6G	84552
PARD6G-AS1	100130522
PARG	8505
PARGP1	728407
PARK2	5071
PARK3	5072
PARK7	11315
PARK10	170534
PARK11	
PARK12	677662
PARK16	100359403
PARL	55486
PARM1	25849
PARN	5073
PARP1	142
PARP1P1	144
PARP1P2	145
PARP2	10038
PARP3	10039
PARP4	143
PARP4P1	347613
PARP4P2	645771
PARP4P3	107133524
PARP6	56965
PARP8	79668
PARP9	83666
PARP10	84875
PARP11	57097
PARP12	64761
PARP14	54625
PARP15	165631
PARP16	54956
PARPBP	55010
PARS2	25973
PART1	25859
PARTICL	100630918
PARVA	55742
PARVB	29780
PARVG	64098
PASD1	139135
PASK	23178
PATE1	160065
PATE2	399967
PATE3	100169851
PATE4	399968
PATJ	10207
PATL1	219988
PATL2	197135
PATZ1	23598
PAUPAR	103157000
PAWR	5074
PAWRP1	100420526
PAWRP2	100420535
PAX1	5075
PAX2	5076
PAX3	5077
PAX4	5078
PAX5	5079
PAX6	5080
PAX7	5081
PAX8	7849
PAX8-AS1	654433
PAX9	5083
PAXBP1	94104
PAXBP1-AS1	100506215
PAXBP1P1	106481704
PAXIP1	22976
PAXIP1-AS1	202781
PAXIP1-AS2	100132707
PBCRA1	7948
PBDC1	51260
PBG1	5084
PBK	55872
PBLD	64081
PBOV1	59351
PBRM1	55193
PBX1	5087
PBX2	5089
PBX2P1	5088
PBX3	5090
PBX4	80714
PBXIP1	57326
PC	5091
PCA3	50652
PCAP	7834
PCAT1	100750225
PCAT2	103164619
PCAT4	118425
PCAT5	102578074
PCAT6	100506696
PCAT7	101928099
PCAT14	101978785
PCAT18	728606
PCAT19	100505495
PCAT29	104472713
PCBD1	5092
PCBD2	84105
PCBP1	5093
PCBP1-AS1	400960
PCBP2	5094
PCBP2-OT1	102157401
PCBP2P1	101060045
PCBP2P2	286157
PCBP2P3	100131236
PCBP3	54039
PCBP3-OT1	100113383
PCBP4	57060
PCCA	5095
PCCA-AS1	100885777
PCCB	5096
PCDH1	5097
PCDH7	5099
PCDH8	5100
PCDH8P1	100133285
PCDH9	5101
PCDH9-AS1	100874065
PCDH9-AS2	100874064
PCDH9-AS3	100874086
PCDH9-AS4	100874087
PCDH10	57575
PCDH11X	27328
PCDH11Y	83259
PCDH12	51294
PCDH15	65217
PCDH17	27253
PCDH18	54510
PCDH19	57526
PCDH20	64881
PCDHA1	56147
PCDHA2	56146
PCDHA3	56145
PCDHA4	56144
PCDHA5	56143
PCDHA6	56142
PCDHA7	56141
PCDHA8	56140
PCDHA9	9752
PCDHA10	56139
PCDHA11	56138
PCDHA12	56137
PCDHA13	56136
PCDHA14	26307
PCDHA@	56117
PCDHAC1	56135
PCDHAC2	56134
PCDHACT	56119
PCDHB1	29930
PCDHB2	56133
PCDHB3	56132
PCDHB4	56131
PCDHB5	26167
PCDHB6	56130
PCDHB7	56129
PCDHB8	56128
PCDHB9	56127
PCDHB10	56126
PCDHB11	56125
PCDHB12	56124
PCDHB13	56123
PCDHB14	56122
PCDHB15	56121
PCDHB16	57717
PCDHB17P	54661
PCDHB18P	54660
PCDHB19P	84054
PCDHB@	56116
PCDHG@	56115
PCDHGA1	56114
PCDHGA2	56113
PCDHGA3	56112
PCDHGA4	56111
PCDHGA5	56110
PCDHGA6	56109
PCDHGA7	56108
PCDHGA8	9708
PCDHGA9	56107
PCDHGA10	56106
PCDHGA11	56105
PCDHGA12	26025
PCDHGB1	56104
PCDHGB2	56103
PCDHGB3	56102
PCDHGB4	8641
PCDHGB5	56101
PCDHGB6	56100
PCDHGB7	56099
PCDHGB8P	56120
PCDHGB9P	84055
PCDHGC3	5098
PCDHGC4	56098
PCDHGC5	56097
PCDHGCT	56118
PCED1A	64773
PCED1B	91523
PCED1B-AS1	100233209
PCED1CP	646249
PCF11	51585
PCF11-AS1	106736475
PCGEM1	64002
PCGF1	84759
PCGF2	7703
PCGF3	10336
PCGF5	84333
PCGF6	84108
PCGF7P	253272
PCID2	55795
PCIF1	63935
PCK1	5105
PCK2	5106
PCLO	27445
PCM1	5108
PCMT1	5110
PCMTD1	115294
PCMTD1P1	100874520
PCMTD1P2	100287647
PCMTD1P3	100422595
PCMTD1P4	107105258
PCMTD1P5	107105260
PCMTD1P6	107105255
PCMTD1P7	107080553
PCMTD1P8	107105257
PCMTD2	55251
PCNA	5111
PCNA-AS1	100302739
PCNAP1	359806
PCNAP2	359805
PCNAP3	392454
PCNAP4	390102
PCNP	57092
PCNPP1	654427
PCNPP2	100128911
PCNPP3	729298
PCNPP4	100874220
PCNPP5	100507361
PCNT	5116
PCNX1	22990
PCNX2	80003
PCNX3	399909
PCNX4	64430
PCOLCE	5118
PCOLCE-AS1	100129845
PCOLCE2	26577
PCOS1	5120
PCP2	126006
PCP4	5121
PCP4L1	654790
PCSK1	5122
PCSK1N	27344
PCSK2	5126
PCSK4	54760
PCSK5	5125
PCSK6	5046
PCSK6-AS1	105371027
PCSK7	9159
PCSK9	255738
PCTP	58488
PCYOX1	51449
PCYOX1L	78991
PCYT1A	5130
PCYT1B	9468
PCYT1B-AS1	100874088
PCYT2	5833
PDAP1	11333
PDB1	5131
PDB4	94003
PDB5	140777
PDB6	140778
PDC	5132
PDCD1	5133
PDCD1LG2	80380
PDCD2	5134
PDCD2L	84306
PDCD4	27250
PDCD4-AS1	282997
PDCD5	9141
PDCD5P1	100527946
PDCD5P2	100527947
PDCD6	10016
PDCD6IP	10015
PDCD6IPP1	100861430
PDCD6IPP2	646278
PDCD7	10081
PDCD10	11235
PDCD11	22984
PDCL	5082
PDCL2	132954
PDCL2P1	653707
PDCL2P2	106480295
PDCL3	79031
PDCL3P1	392225
PDCL3P2	643831
PDCL3P3	100132683
PDCL3P4	285359
PDCL3P5	644850
PDCL3P6	100419023
PDCL3P7	390340
PDDC1	347862
PDE1A	5136
PDE1B	5153
PDE1C	5137
PDE2A	5138
PDE3A	5139
PDE3B	5140
PDE4A	5141
PDE4B	5142
PDE4C	5143
PDE4D	5144
PDE4DIP	9659
PDE4DIPP1	728920
PDE5A	8654
PDE6A	5145
PDE6B	5158
PDE6C	5146
PDE6D	5147
PDE6G	5148
PDE6H	5149
PDE7A	5150
PDE7B	27115
PDE8A	5151
PDE8B	8622
PDE9A	5152
PDE10A	10846
PDE11A	50940
PDE12	201626
PDF	64146
PDGFA	5154
PDGFB	5155
PDGFC	56034
PDGFD	80310
PDGFRA	5156
PDGFRB	5159
PDGFRL	5157
PDHA1	5160
PDHA1P1	100132534
PDHA2	5161
PDHB	5162
PDHX	8050
PDIA2	64714
PDIA3	2923
PDIA3P1	171423
PDIA3P2	106481687
PDIA4	9601
PDIA5	10954
PDIA6	10130
PDIK1L	149420
PDILT	204474
PDK1	5163
PDK1P1	100421194
PDK2	5164
PDK3	5165
PDK4	5166
PDLIM1	9124
PDLIM1P1	326616
PDLIM1P2	100419426
PDLIM1P3	100419427
PDLIM1P4	100419185
PDLIM2	64236
PDLIM3	27295
PDLIM4	8572
PDLIM5	10611
PDLIM7	9260
PDP1	54704
PDP2	57546
PDPK1	5170
PDPK2P	653650
PDPN	10630
PDPR	55066
PDR	5171
PDRG1	81572
PDS5A	23244
PDS5B	23047
PDSS1	23590
PDSS1P1	100129248
PDSS1P2	100996500
PDSS2	57107
PDX1	3651
PDX1-AS1	100861550
PDXDC1	23042
PDXDC2P	283970
PDXK	8566
PDXP	57026
PDYN	5173
PDZD2	23037
PDZD3	79849
PDZD4	57595
PDZD7	79955
PDZD8	118987
PDZD9	255762
PDZD11	51248
PDZK1	5174
PDZK1IP1	10158
PDZK1P1	100034743
PDZPH1P	105379197
PDZRN3	23024
PDZRN3-AS1	101927249
PDZRN4	29951
PEA15	8682
PEAK1	79834
PEAR1	375033
PEBP1	5037
PEBP1P1	326614
PEBP1P2	647307
PEBP1P3	100129570
PEBP4	157310
PECAM1	5175
PECR	55825
PEE1	5177
PEF1	553115
PEG3	5178
PEG3-AS1	100169890
PEG10	23089
PEG13	
PELI1	57162
PELI2	57161
PELI3	246330
PELO	53918
PELP1	27043
PEMT	10400
PENK	5179
PEPB	5182
PEPC	5183
PEPD	5184
PEPE	5185
PER1	5187
PER2	8864
PER3	8863
PERM1	84808
PERP	64065
PES1	23481
PES1P1	345016
PES1P2	347193
PET100	100131801
PET117	100303755
PEX1	5189
PEX2	5828
PEX3	8504
PEX5	5830
PEX5L	51555
PEX5L-AS1	100874040
PEX5L-AS2	101928790
PEX6	5190
PEX7	5191
PEX10	5192
PEX11A	8800
PEX11B	8799
PEX11G	92960
PEX12	5193
PEX12P1	121727
PEX13	5194
PEX14	5195
PEX16	9409
PEX19	5824
PEX26	55670
PF4	5196
PF4V1	5197
PFAS	5198
PFDN1	5201
PFDN2	5202
PFDN4	5203
PFDN5	5204
PFDN6	10471
PFKFB1	5207
PFKFB2	5208
PFKFB3	5209
PFKFB4	5210
PFKL	5211
PFKM	5213
PFKP	5214
PFM3	619475
PFN1	5216
PFN1P1	730138
PFN1P2	767846
PFN1P3	200025
PFN1P4	767851
PFN1P6	645126
PFN1P8	100873744
PFN1P9	767850
PFN1P10	767853
PFN1P11	100873784
PFN1P12	647569
PFN2	5217
PFN3	345456
PFN4	375189
PGA3	643834
PGA4	643847
PGA5	5222
PGAM1	5223
PGAM1P1	100130514
PGAM1P2	392310
PGAM1P3	100873887
PGAM1P4	391508
PGAM1P5	100132594
PGAM1P6	100420567
PGAM1P7	100420650
PGAM1P8	440043
PGAM1P9	100420681
PGAM1P10	100420633
PGAM1P11	100420660
PGAM1P12	390643
PGAM1P13	100129815
PGAM2	5224
PGAM3P	170535
PGAM4	441531
PGAM4P1	100421178
PGAM4P2	100131611
PGAM5	192111
PGAM5P1	100421133
PGAP1	80055
PGAP2	27315
PGAP3	93210
PGBD1	84547
PGBD2	267002
PGBD3	267004
PGBD3P1	267005
PGBD3P2	267006
PGBD3P3	267007
PGBD3P4	267008
PGBD4	161779
PGBD4P1	107161154
PGBD4P2	100421228
PGBD4P3	100421136
PGBD4P4	100421146
PGBD4P5	100421123
PGBD4P6	100421180
PGBD4P7	100421182
PGBD4P8	100421185
PGBD5	79605
PGC	5225
PGCP1	441897
PGD	5226
PGDP1	342705
PGDP2	100129649
PGF	5228
PGGHG	80162
PGGT1B	5229
PGGT1BP1	653895
PGGT1BP2	100132402
PGK1	5230
PGK1P1	5231
PGK1P2	5233
PGK2	5232
PGLS	25796
PGLYRP1	8993
PGLYRP2	114770
PGLYRP3	114771
PGLYRP4	57115
PGM1	5236
PGM2	55276
PGM2L1	283209
PGM3	5238
PGM5	5239
PGM5-AS1	572558
PGM5P1	
PGM5P2	595135
PGM5P3	101929157
PGM5P3-AS1	101929127
PGM5P4	729468
PGM5P4-AS1	103344932
PGP	283871
PGPEP1	54858
PGPEP1L	145814
PGR	5241
PGRMC1	10857
PGRMC2	10424
PGS1	9489
PHACTR1	221692
PHACTR2	9749
PHACTR2-AS1	285740
PHACTR2P1	100533676
PHACTR3	116154
PHACTR4	65979
PHAX	51808
PHB	5245
PHB2	11331
PHB2P1	645318
PHBP1	5246
PHBP2	100418837
PHBP3	391044
PHBP4	100418774
PHBP5	106478939
PHBP6	106478940
PHBP7	548599
PHBP8	100418804
PHBP9	100289414
PHBP10	100418815
PHBP11	644214
PHBP12	100418820
PHBP13	100418843
PHBP14	100873751
PHBP15	100873752
PHBP16	100128102
PHBP17	106480420
PHBP18	390311
PHBP19	494150
PHBP20	100130579
PHBP21	390730
PHC1	1911
PHC1P1	653441
PHC2	1912
PHC3	80012
PHEX	5251
PHEX-AS1	100873942
PHF1	5252
PHF2	5253
PHF2P1	266695
PHF2P2	100873793
PHF3	23469
PHF5A	84844
PHF5CP	450232
PHF5DP	450238
PHF5EP	450239
PHF5FP	450246
PHF5GP	450234
PHF5HP	450250
PHF6	84295
PHF7	51533
PHF8	23133
PHF10	55274
PHF10P1	158905
PHF11	51131
PHF12	57649
PHF13	148479
PHF14	9678
PHF19	26147
PHF20	51230
PHF20L1	51105
PHF21A	51317
PHF21B	112885
PHF23	79142
PHF24	23349
PHGDH	26227
PHGR1	644844
PHIP	55023
PHKA1	5255
PHKA1-AS1	100506671
PHKA1P1	646780
PHKA2	5256
PHKA2-AS1	100132163
PHKB	5257
PHKBP1	5258
PHKBP2	5259
PHKG1	5260
PHKG1P1	643941
PHKG1P2	644032
PHKG1P3	5262
PHKG1P4	100151641
PHKG2	5261
PHLDA1	22822
PHLDA2	7262
PHLDA3	23612
PHLDB1	23187
PHLDB2	90102
PHLDB3	653583
PHLPP1	23239
PHLPP2	23035
PHOSPHO1	162466
PHOSPHO2	493911
PHOX2A	401
PHOX2B	8929
PHPT1	29085
PHRF1	57661
PHTF1	10745
PHTF2	57157
PHYH	5264
PHYHD1	254295
PHYHIP	9796
PHYHIPL	84457
PHYKPL	85007
PI3	5266
PI4K2A	55361
PI4K2B	55300
PI4KA	5297
PI4KAP1	728233
PI4KAP2	375133
PI4KB	5298
PI15	51050
PI16	221476
PIANP	196500
PIAS1	8554
PIAS2	9063
PIAS3	10401
PIAS4	51588
PIBF1	10464
PICALM	8301
PICK1	9463
PICSAR	378825
PID1	55022
PIDD1	55367
PIEZO1	9780
PIEZO1P1	128615
PIEZO1P2	100874493
PIEZO2	63895
PIF1	80119
PIFO	128344
PIGA	5277
PIGAP1	5278
PIGB	9488
PIGBOS1	101928527
PIGC	5279
PIGCP1	5280
PIGCP2	100128307
PIGF	5281
PIGFP1	5282
PIGFP2	100422349
PIGFP3	100129049
PIGG	54872
PIGH	5283
PIGHP1	644761
PIGK	10026
PIGL	9487
PIGM	93183
PIGN	23556
PIGO	84720
PIGP	51227
PIGPP1	
PIGPP2	106479056
PIGPP3	100128033
PIGPP4	106480811
PIGQ	9091
PIGQP1	106480812
PIGR	5284
PIGS	94005
PIGT	51604
PIGU	128869
PIGUP1	100422342
PIGV	55650
PIGW	284098
PIGX	54965
PIGY	84992
PIGZ	80235
PIH1D1	55011
PIH1D2	120379
PIH1D3	139212
PIK3AP1	118788
PIK3C2A	5286
PIK3C2B	5287
PIK3C2G	5288
PIK3C3	5289
PIK3CA	5290
PIK3CB	5291
PIK3CD	5293
PIK3CD-AS1	644997
PIK3CD-AS2	101929074
PIK3CG	5294
PIK3IP1	113791
PIK3IP1-AS1	101929760
PIK3R1	5295
PIK3R2	5296
PIK3R3	8503
PIK3R4	30849
PIK3R5	23533
PIK3R6	146850
PIKFYVE	200576
PILRA	29992
PILRB	29990
PIM1	5292
PIM2	11040
PIM3	415116
PIN1	5300
PIN1P1	5301
PIN4	5303
PIN4P1	728758
PINK1	65018
PINK1-AS	100861548
PINLYP	390940
PINX1	54984
PIP	5304
PIP4K2A	5305
PIP4K2B	8396
PIP4K2C	79837
PIP5K1A	8394
PIP5K1B	8395
PIP5K1C	23396
PIP5K1P1	206426
PIP5K1P2	100129824
PIP5KL1	138429
PIPOX	51268
PIPSL	266971
PIR	8544
PIRC1	100313844
PIRC2	100313924
PIRC3	100313905
PIRC4	100313807
PIRC5	100313845
PIRC6	100313846
PIRC7	100313782
PIRC8	100313915
PIRC9	100313847
PIRC10	100313783
PIRC11	100313897
PIRC12	100313808
PIRC13	100313925
PIRC14	100313784
PIRC15	100313848
PIRC16	100313849
PIRC17	100313809
PIRC18	100313906
PIRC19	100313926
PIRC20	100313785
PIRC21	100313916
PIRC22	100313850
PIRC23	100313786
PIRC24	100313810
PIRC25	100313851
PIRC26	100313852
PIRC27	100313907
PIRC28	100313893
PIRC29	100313927
PIRC30	100313853
PIRC31	100313787
PIRC32	100313811
PIRC33	100313854
PIRC34	100313890
PIRC35	100313855
PIRC36	100313928
PIRC37	100313812
PIRC38	100313788
PIRC39	100313856
PIRC40	100313898
PIRC41	100313917
PIRC42	100313789
PIRC43	100313857
PIRC44	100313908
PIRC45	100313813
PIRC46	100313858
PIRC47	100313859
PIRC48	100313790
PIRC49	100313929
PIRC50	100313814
PIRC51	100313860
PIRC52	100313791
PIRC53	100313861
PIRC54	100313815
PIRC55	100313792
PIRC56	100313862
PIRC57	100313930
PIRC58	100313918
PIRC59	100313909
PIRC60	100313863
PIRC61	100313899
PIRC62	100313816
PIRC63	100313793
PIRC64	100313864
PIRC65	100313794
PIRC66	100313865
PIRC67	100313817
PIRC68	100313931
PIRC69	100313910
PIRC70	100313866
PIRC71	100313818
PIRC72	100313867
PIRC73	100313795
PIRC74	100313932
PIRC75	100313919
PIRC76	100313796
PIRC77	100313868
PIRC78	100313869
PIRC79	100313797
PIRC80	100313819
PIRC81	100313870
PIRC82	100313933
PIRC83	100313891
PIRC84	100313820
